	Ranking	Artist	Title	Played
0	1	Pharrell Williams	Happy	0
1	2	Katy Perry featuring Juicy J	Dark Horse	0
2	3	John Legend	All of Me	0
3	4	Iggy Azalea featuring Charli XCX	Fancy	0
4	5	OneRepublic	Counting Stars	0
5	6	Jason Derulo featuring 2 Chainz	Talk Dirty	0
6	7	Magic!	Rude	0
7	8	Meghan Trainor	All About That Bass	0
8	9	Ariana Grande featuring Iggy Azalea	Problem	0
9	10	Sam Smith	Stay with Me	0
10	11	Pitbull featuring Kesha	Timber	0
11	12	Bastille	Pompeii	0
12	13	Taylor Swift	Shake It Off	0
13	14	Nico & Vinz	Am I Wrong	0
14	15	DJ Snake and Lil Jon	Turn Down for What	0
15	16	Eminem featuring Rihanna	The Monster	0
16	17	A Great Big World and Christina Aguilera	Say Something	0
17	18	Lorde	Team	0
18	19	Passenger	Let Her Go	0
19	20	Lorde	Royals	0
20	21	Idina Menzel	Let It Go	0
21	22	Avicii	Wake Me Up	0
22	23	Imagine Dragons	Demons	0
23	24	One Direction	Story of My Life	0
24	25	Sia	Chandelier	0
25	26	Iggy Azalea featuring Rita Ora	Black Widow	0
26	27	Jessie J, Ariana Grande and Nicki Minaj	Bang Bang	0
27	28	Disclosure featuring Sam Smith	Latch	0
28	29	Maroon 5	Maps	0
29	30	Chris Brown featuring Lil Wayne and French Montana or Too Short or Tyga	Loyal	0
30	31	American Authors	Best Day of My Life	0
31	32	Tove Lo	Habits (Stay High)	0
32	33	Calvin Harris	Summer	0
33	34	Charli XCX	Boom Clap	0
34	35	Beyoncé featuring Jay-Z	Drunk in Love	0
35	36	Nicki Minaj	Anaconda	0
36	37	Ariana Grande featuring Zedd	Break Free	0
37	38	Enrique Iglesias featuring Descemer Bueno and Gente de Zona	Bailando	0
38	39	Ellie Goulding	Burn	0
39	40	Jason Derulo featuring Snoop Dogg	Wiggle	0
40	41	Clean Bandit featuring Jess Glynne	Rather Be	0
41	42	Jeremih featuring YG	Don't Tell 'Em	0
42	43	Kid Ink featuring Chris Brown	Show Me	0
43	44	Miley Cyrus	Wrecking Ball	0
44	45	Justin Timberlake	Not a Bad Thing	0
45	46	Katy Perry	Roar	0
46	47	Paramore	Ain't It Fun	0
47	48	Aloe Blacc	The Man	0
48	49	Florida Georgia Line featuring Luke Bryan	This Is How We Roll	0
49	50	MKTO	Classic	0
50	51	Coldplay	A Sky Full of Stars	0
51	52	Ed Sheeran	Don't	0
52	53	Trey Songz	Na Na	0
53	54	Bobby Shmurda	Hot Boy	0
54	55	Drake featuring Majid Jordan	Hold On, We're Going Home	0
55	56	Ed Sheeran	Sing	0
56	57	Imagine Dragons	Radioactive	0
57	58	YG featuring Jeezy and Rich Homie Quan	My Hitta	0
58	59	Echosmith	Cool Kids	0
59	60	Avicii	Hey Brother	0
60	61	Jason Derulo	Trumpets	0
61	62	Maroon 5	Animals	0
62	63	Jason Aldean	Burnin' It Down	0
63	64	Luke Bryan	Play It Again	0
64	65	Tinashe featuring ScHoolboy Q	2 On	0
65	66	Florida Georgia Line	Dirt	0
66	67	OneRepublic	Love Runs Out	0
67	68	Brantley Gilbert	Bottoms Up	0
68	69	Becky G	Shower	0
69	70	Rixton	Me and My Broken Heart	0
70	71	Martin Garrix	Animals	0
71	72	Rich Gang featuring Young Thug and Rich Homie Quan	Lifestyle	0
72	73	Kenny Chesney	American Kids	0
73	74	Sara Bareilles	Brave	0
74	75	The Neighbourhood	Sweater Weather	0
75	76	Sam Hunt	Leave the Night On	0
76	77	Chris Brown featuring Usher and Rick Ross	New Flame	0
77	78	Michael Jackson and Justin Timberlake	Love Never Felt So Good	0
78	79	Dierks Bentley	Drunk on a Plane	0
79	80	Katy Perry	Birthday	0
80	81	Lady Antebellum	Bartender	0
81	82	Naughty Boy featuring Sam Smith	La La La	0
82	83	Robin Thicke featuring T.I. and Pharrell Williams	Blurred Lines	0
83	84	Lady Gaga featuring R. Kelly	Do What U Want	0
84	85	Shakira featuring Rihanna	Can't Remember to Forget You	0
85	86	5 Seconds of Summer	Amnesia	0
86	87	T.I. featuring Iggy Azalea	No Mediocre	0
87	88	KONGOS	Come with Me Now	0
88	89	Lil Wayne featuring Drake	Believe Me	0
89	90	Mike WiLL Made-It featuring Miley Cyrus, Wiz Khalifa, and Juicy J	23	0
90	91	Jake Owen	Beachin'	0
91	92	Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis	White Walls	0
92	93	5 Seconds of Summer	She Looks So Perfect	0
93	94	Zedd featuring Hayley Williams	Stay the Night	0
94	95	Beyoncé	Partition	0
95	96	ScHoolboy Q featuring BJ the Chicago Kid	Studio	0
96	97	Drake	0 to 100 / The Catch Up	0
97	98	Lee Brice	I Don't Dance	0
98	99	Miranda Lambert and Carrie Underwood	Somethin' Bad	0
99	100	Miley Cyrus	Adore You	0
