	Ranking	Artist	Title	Played
0	1	Los del Río	Macarena (Bayside Boys Mix)	0
1	2	Mariah Carey and Boyz II Men	One Sweet Day	0
2	3	Celine Dion	Because You Loved Me	0
3	4	The Tony Rich Project	Nobody Knows	0
4	5	Mariah Carey	Always Be My Baby	0
5	6	Tracy Chapman	Give Me One Reason	0
6	7	Bone Thugs-n-Harmony	Tha Crossroads	0
7	8	Donna Lewis	I Love You Always Forever	0
8	9	Toni Braxton	You're Makin' Me High / Let It Flow	0
9	10	Keith Sweat	Twisted	0
10	11	Quad City DJ's	C'mon N' Ride It (The Train)	0
11	12	Everything but the Girl	Missing	0
12	13	Alanis Morissette	Ironic	0
13	14	Whitney Houston	Exhale (Shoop Shoop)	0
14	15	Gin Blossoms	Follow You Down / Til I Hear It from You	0
15	16	Brandy	Sittin' Up in My Room	0
16	17	2Pac featuring K-Ci and JoJo / featuring Dr. Dre and Roger Troutman	How Do U Want It / California Love	0
17	18	Celine Dion	It's All Coming Back to Me Now	0
18	19	Eric Clapton	Change the World	0
19	20	LL Cool J featuring Boyz II Men	Hey Lover	0
20	21	LL Cool J	Loungin	0
21	22	Jann Arden	Insensitive	0
22	23	La Bouche	Be My Lover	0
23	24	Goo Goo Dolls	Name	0
24	25	Jewel	Who Will Save Your Soul	0
25	26	No Mercy	Where Do You Go	0
26	27	R. Kelly	I Can't Sleep Baby (If I)	0
27	28	Dishwalla	Counting Blue Cars	0
28	29	Alanis Morissette	You Learn / You Oughta Know	0
29	30	Joan Osborne	One of Us	0
30	31	Natalie Merchant	Wonder	0
31	32	Mary J. Blige	Not Gon' Cry	0
32	33	Coolio featuring L.V.	Gangsta's Paradise	0
33	34	112 featuring The Notorious B.I.G.	Only You	0
34	35	R. Kelly featuring Ronald Isley	Down Low (Nobody Has to Know)	0
35	36	SWV	You're the One	0
36	37	La Bouche	Sweet Dreams	0
37	38	Monica	Before You Walk Out of My Life / Like This and Like That	0
38	39	Deep Blue Something	Breakfast at Tiffany's	0
39	40	Coolio	1, 2, 3, 4 (Sumpin' New)	0
40	41	Collective Soul	The World I Know	0
41	42	Blackstreet featuring Dr. Dre	No Diggity	0
42	43	3T	Anything	0
43	44	The Smashing Pumpkins	1979	0
44	45	TLC	Diggin' on You	0
45	46	Monica	Why I Love You So Much / Ain't Nobody	0
46	47	Total	Kissin' You	0
47	48	Whitney Houston and CeCe Winans	Count on Me	0
48	49	Mariah Carey	Fantasy	0
49	50	Hootie & the Blowfish	Time	0
50	51	Madonna	You'll See	0
51	52	Az Yet	Last Night	0
52	53	Merril Bainbridge	Mouth	0
53	54	Color Me Badd	The Earth, the Sun, the Rain	0
54	55	Joe	All the Things (Your Man Won't Do)	0
55	56	Oasis	Wonderwall	0
56	57	Busta Rhymes	Woo Hah!! Got You All in Check / Everything Remains Raw	0
57	58	Groove Theory	Tell Me	0
58	59	Outkast	Elevators (Me & You)	0
59	60	Blues Traveler	Hook	0
60	61	LL Cool J	Doin' It	0
61	62	George Michael	Fastlove	0
62	63	Case featuring Foxy Brown	Touch Me, Tease Me	0
63	64	Kris Kross	Tonite's tha Night	0
64	65	Robert Miles	Children	0
65	66	Adam Clayton and Larry Mullen	Theme from Mission: Impossible	0
66	67	BoDeans	Closer to Free	0
67	68	No Doubt	Just a Girl	0
68	69	Aaliyah	If Your Girl Only Knew	0
69	70	D'Angelo	Lady	0
70	71	John Mellencamp	Key West Intermezzo (I Saw You First)	0
71	72	Ginuwine	Pony	0
72	73	Keith Sweat featuring Athena Cage	Nobody	0
73	74	Hootie & the Blowfish	Old Man & Me (When I Get to Heaven)	0
74	75	Sheryl Crow	If It Makes You Happy	0
75	76	Sophie B. Hawkins	As I Lay Me Down	0
76	77	MC Lyte featuring Xscape	Keep On, Keepin' On	0
77	78	Natalie Merchant	Jealousy	0
78	79	Melissa Etheridge	I Want to Come Over	0
79	80	Deborah Cox	Who Do U Love	0
80	81	Toni Braxton	Un-Break My Heart	0
81	82	Amber	This Is Your Night	0
82	83	R. Kelly	You Remind Me of Something	0
83	84	Janet Jackson	Runaway	0
84	85	Planet Soul	Set U Free	0
85	86	New Edition	Hit Me Off	0
86	87	Total	No One Else	0
87	88	Ghost Town DJ's	My Boo	0
88	89	Junior M.A.F.I.A. featuring The Notorious B.I.G.	Get Money	0
89	90	Maxi Priest featuring Shaggy	That Girl	0
90	91	Do or Die featuring Twista	Po Pimp	0
91	92	Metallica	Until It Sleeps	0
92	93	Crucial Conflict	Hay	0
93	94	Ace of Base	Beautiful Life	0
94	95	Take That	Back for Good	0
95	96	Pearl Jam	I Got Id / Long Road	0
96	97	Faith Evans	Soon as I Get Home	0
97	98	Los del Río	Macarena	0
98	99	Hootie & the Blowfish	Only Wanna Be with You	0
99	100	Seal	Don't Cry	0
